Company Name,Model Name,Price,Model Year,Location,Mileage,Engine Type,Engine Capacity,Color,Assembly,Body Type,Transmission Type,Registration Status
Suzuki,Jimny,1450000,1998,Islamabad,142330,Petrol,1300,Silver,Imported,SUV,Manual,Registered
Audi,A3,5750000,2016,Islamabad,38000,Petrol,1200,White,Imported,Sedan,Automatic,Registered
Honda,N,2200000,2017,Islamabad,18000,Petrol,660,Black,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,2925000,2019,Punjab,22000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Suzuki,Bolan,1200000,2019,KPK,6000,Petrol,800,Maroon,Local,Van,Manual,Registered
Suzuki,Alto,730000,2009,KPK,134000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1700000,2018,Islamabad,26000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Vezel,3450000,2013,Punjab,69000,Petrol,1500,Silver,Imported,Cross Over,Automatic,Registered
Daihatsu,Mira,1650000,2015,Punjab,66000,Petrol,660,Indigo,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,1950000,2012,KPK,52000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,2700000,2015,Islamabad,76700,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,Civic,1245000,2009,Sindh,100000,Petrol,1800,Grey,Local,Sedan,Automatic,Registered
Toyota,Hiace,2650000,2008,Sindh,450000,Petrol,2700,White,Local,Van,Manual,Registered
Toyota,Corolla,1250000,1998,KPK,90000,Petrol,1500,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,2800000,2019,KPK,15000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,2850000,2019,Punjab,13000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Corolla,1900000,2002,KPK,200000,Petrol,1500,White,Imported,Sedan,Automatic,Registered
Toyota,Corolla,2675000,2019,Punjab,15000,Petrol,1300,Black,Local,Sedan,Automatic,Registered
Suzuki,Wagon,1525000,2018,Punjab,27000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Toyota,Corolla,2500000,2015,Punjab,89130,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Aqua,3300000,2016,KPK,34000,Petrol,1500,White,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,520000,2005,Punjab,100000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Nissan,Dayz,1250000,2014,Punjab,75000,Petrol,660,Silver,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,780000,2007,Islamabad,89000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Corolla,1690000,2011,KPK,150000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Cultus,1680000,2018,Punjab,35685,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,380000,2004,Punjab,48000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,695000,2011,Islamabad,47000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,City,650000,1998,KPK,200000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,2500000,2016,Punjab,205506,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Corolla,950000,2005,Sindh,148000,Petrol,1600,Black,Local,Sedan,Automatic,Registered
Toyota,Vitz,2300000,2016,Punjab,36000,Petrol,1000,White,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Mehran,550000,2006,Kashmir,111500,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,1075000,2019,Punjab,34000,Petrol,800,White,Imported,Hatchback,Manual,Registered
Suzuki,Alto,1425000,2016,Islamabad,52000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Toyota,Vitz,1410000,2010,Islamabad,105000,Petrol,1000,Silver,Imported,Hatchback,Automatic,Registered
Audi,A6,9000000,2015,Islamabad,70000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Honda,Fit,2000000,2012,Punjab,90000,Hybrid,1300,Silver,Imported,Hatchback,Automatic,Registered
Toyota,Prado,11500000,2011,Punjab,64000,Petrol,2700,Black,Imported,SUV,Automatic,Registered
Suzuki,Cultus,650000,2006,Punjab,70000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Suzuki,Cultus,470000,2004,Sindh,100000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Suzuki,Wagon,1540000,2018,Punjab,30300,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Swift,1250000,2013,Punjab,73000,Petrol,1300,Grey,Local,Hatchback,Manual,Registered
Honda,Civic,1175000,2004,Sindh,121000,Petrol,1600,Grey,Local,Sedan,Automatic,Registered
Honda,Vezel,4000000,2014,Islamabad,47000,Hybrid,1500,White,Imported,Cross Over,Automatic,Un-Registered
Honda,Civic,3800000,2017,KPK,92363,Petrol,1800,White,Local,Sedan,Automatic,Registered
Suzuki,Alto,670000,2010,Punjab,160000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Honda,City,2350000,2017,Islamabad,64000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Honda,Civic,2995000,2017,Punjab,41000,Petrol,1800,Silver,Local,Sedan,Automatic,Registered
Toyota,Corolla,2525000,2017,Islamabad,35000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1950000,2013,Punjab,68000,Petrol,1600,White,Local,Sedan,Automatic,Registered
Suzuki,Mehran,660000,2014,Punjab,94925,Petrol,800,Blue,Local,Hatchback,Manual,Registered
Suzuki,Mehran,700000,2014,Punjab,50000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,Vezel,3125000,2014,Punjab,50000,Petrol,1500,Maroon,Imported,Cross Over,Automatic,Registered
Suzuki,Alto,610000,2009,Punjab,100000,Petrol,1000,Indigo,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1615000,2018,Punjab,64000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Suzuki,Bolan,900000,2016,Punjab,55000,Petrol,800,White,Local,Van,Manual,Registered
Honda,Civic,3650000,2018,Punjab,42000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Toyota,Prado,8850000,2010,Punjab,75000,Petrol,2700,Black,Imported,SUV,Automatic,Registered
Toyota,Aqua,3400000,2017,Sindh,9048,Petrol,1500,Silver,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,1180000,1994,KPK,156000,Petrol,1500,Green,Imported,Sedan,Manual,Registered
Honda,Civic,4050000,2019,Islamabad,26700,Petrol,1800,White,Local,Sedan,Automatic,Registered
Honda,Civic,1325000,2008,Punjab,92000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Honda,Civic,1045000,2004,Punjab,200000,Petrol,1600,White,Local,Sedan,Manual,Registered
Toyota,Surf,2500000,1996,Sindh,140000,Diesel,3000,Silver,Imported,SUV,Automatic,Registered
Daihatsu,Move,1180000,2009,Punjab,80000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,1620000,2017,Punjab,55000,Petrol,1000,Beige,Local,Hatchback,Manual,Registered
Honda,Fit,2595000,2015,Punjab,78000,Hybrid,1500,White,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,2340000,2016,Sindh,70000,Petrol,1600,Brown,Local,Sedan,Automatic,Registered
Suzuki,Wagon,1500000,2015,KPK,65000,Petrol,660,Assembly,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,625000,2007,Punjab,89000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Civic,1300000,2007,Sindh,100000,Petrol,1800,Black,Local,Sedan,Manual,Registered
Suzuki,Mehran,780000,2016,Punjab,67000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Honda,City,2650000,2018,Islamabad,22000,Petrol,1500,Grey,Local,Sedan,Automatic,Registered
Honda,City,970000,2007,Sindh,170000,Petrol,1300,Grey,Local,Sedan,Manual,Registered
Suzuki,Mehran,890000,2017,Punjab,29000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,Freed,2700000,2013,Punjab,65000,Hybrid,1500,Silver,Imported,Mini Van,Automatic,Registered
Daihatsu,Mira,1735000,2016,Punjab,27000,Petrol,660,Burgundy,Imported,Hatchback,Automatic,Un-Registered
Toyota,Allion,1950000,2008,Sindh,140000,Petrol,1500,Silver,Local,Sedan,Automatic,Registered
Nissan,Note,2375000,2016,Punjab,30000,Hybrid,1200,Red,Imported,Mini Van,Automatic,Un-Registered
Mercedes,Benz,8000000,2012,Islamabad,93000,Petrol,2000,Assembly,Imported,Sedan,Automatic,Registered
Suzuki,Cultus,1530000,2017,Sindh,70000,Petrol,1000,Blue,Local,Hatchback,Manual,Registered
Honda,Civic,1330000,2008,Sindh,90000,Petrol,1800,Grey,Local,Sedan,Automatic,Registered
Nissan,Juke,2200000,2012,Sindh,65000,Petrol,1500,Grey,Imported,SUV,Automatic,Registered
Daihatsu,Mira,775000,2007,Islamabad,125000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Honda,City,610000,1999,Punjab,145000,Petrol,1300,Gold,Local,Sedan,Manual,Registered
Suzuki,Mehran,595000,2010,Punjab,56000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,850000,2017,Punjab,54000,Petrol,800,Grey,Local,Hatchback,Manual,Registered
Suzuki,Mehran,650000,2015,Punjab,80000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Hustler,1700000,2016,Punjab,50000,Petrol,660,Red,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Cultus,650000,2007,Islamabad,100000,Petrol,1000,Gold,Local,Hatchback,Manual,Registered
Daihatsu,Mira,1960000,2017,Sindh,10500,Petrol,660,Assembly,Imported,Hatchback,Automatic,Un-Registered
Audi,A6,8200000,2015,Punjab,98000,Petrol,1800,Grey,Imported,Sedan,Automatic,Registered
Suzuki,Bolan,775000,2015,Punjab,68000,Petrol,800,Green,Local,Van,Manual,Registered
Toyota,Corolla,2350000,2015,Sindh,67200,Petrol,1600,White,Local,Sedan,Automatic,Registered
Honda,Civic,1815000,2011,Punjab,95000,Petrol,1800,Silver,Local,Sedan,Manual,Registered
Suzuki,Wagon,1520000,2018,Punjab,31518,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Civic,3420000,2018,Punjab,45000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Suzuki,Alto,1370000,2019,Sindh,12000,Petrol,660,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,900000,2017,KPK,50000,Petrol,800,White,Local,Hatchback,Manual,Registered
Honda,City,1510000,2011,Punjab,67400,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Platz,1170000,2002,Punjab,130000,Petrol,1000,White,Local,Sedan,Automatic,Registered
Suzuki,Baleno,595000,2000,Islamabad,166000,Petrol,1300,Gold,Local,Sedan,Manual,Registered
Toyota,Aqua,3450000,2017,Sindh,59000,Petrol,1500,White,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Swift,1550000,2016,Punjab,96251,Petrol,1300,Silver,Local,Hatchback,Manual,Registered
Honda,Civic,1100000,2005,Punjab,125000,Petrol,1600,Black,Local,Sedan,Manual,Registered
Suzuki,Wagon,1625000,2018,Punjab,22000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,City,975000,2005,Punjab,150000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,975000,2008,Islamabad,200000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Suzuki,Mehran,630000,2014,Punjab,75365,Petrol,800,Grey,Local,Hatchback,Manual,Registered
United,Bravo,950000,2019,Punjab,6000,Petrol,800,White,Local,Hatchback,Manual,Registered
Mercedes,Benz,2350000,2007,Punjab,100000,Petrol,1800,Silver,Imported,Sedan,Automatic,Registered
Honda,City,1625000,2010,Punjab,103500,Petrol,1300,Black,Local,Sedan,Automatic,Registered
Suzuki,Cultus,750000,2007,Kashmir,90000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Bolan,1100000,2018,KPK,16000,Petrol,800,White,Local,Van,Manual,Registered
BMW,X5,12500000,2015,Sindh,60000,Diesel,2000,White,Imported,SUV,Automatic,Registered
FAW,X-PV,775000,2017,Punjab,98000,Petrol,1000,White,Local,Mini Van,Manual,Registered
Toyota,Corolla,750000,1998,Sindh,125000,Diesel,2000,Green,Local,Sedan,Manual,Registered
Suzuki,Swift,1555000,2015,Sindh,65000,Petrol,1300,Silver,Local,Hatchback,Automatic,Registered
Suzuki,Cultus,1000000,2013,Punjab,58000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Aqua,3500000,2017,Islamabad,25000,Petrol,1500,Silver,Imported,Hatchback,Automatic,Un-Registered
Suzuki,Cultus,615000,2005,Punjab,110000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,City,2350000,2019,Punjab,23000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Vezel,5800000,2018,Punjab,6200,Petrol,1500,White,Imported,Cross Over,Automatic,Un-Registered
Toyota,Corolla,960000,2005,KPK,60000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,2300000,2015,KPK,98000,Petrol,1300,Silver,Local,Sedan,Automatic,Registered
Honda,City,2000000,2014,Punjab,102907,Petrol,1500,White,Local,Sedan,Automatic,Registered
Toyota,Vitz,2250000,2015,Punjab,77000,Petrol,1000,Grey,Imported,Hatchback,Automatic,Registered
Toyota,Prado,4600000,2003,Punjab,168000,Petrol,2700,Silver,Imported,SUV,Automatic,Registered
Suzuki,Bolan,745000,2014,Punjab,86000,Petrol,800,White,Local,Van,Manual,Registered
Toyota,Vitz,2350000,2016,KPK,51100,Petrol,1000,White,Imported,Hatchback,Automatic,Un-Registered
Toyota,Hiace,5300000,2016,Punjab,65000,Petrol,2700,White,Imported,Van,Automatic,Registered
Daihatsu,Mira,1275000,2013,Islamabad,148000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Suzuki,Cultus,950000,2011,Punjab,45000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Nissan,Sunny,750000,2002,Punjab,467676,Diesel,1700,Black,Imported,Sedan,Manual,Registered
Toyota,Corolla,1350000,2011,KPK,256000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Corolla,1300000,2007,Punjab,130000,Petrol,1300,Black,Imported,Sedan,Manual,Registered
Honda,Civic,3700000,2018,Punjab,35000,Petrol,1800,Grey,Local,Sedan,Automatic,Registered
Suzuki,Mehran,260000,1993,Punjab,120000,Petrol,800,Yellow,Local,Hatchback,Manual,Registered
Toyota,Vitz,3300000,2017,Sindh,57000,Hybrid,1500,White,Imported,Hatchback,Automatic,Un-Registered
Honda,Civic,2500000,2014,Sindh,68000,Petrol,1800,Brown,Local,Sedan,Automatic,Registered
Honda,Vezel,3150000,2014,KPK,77000,Petrol,1500,Assembly,Imported,Cross Over,Automatic,Registered
Honda,Civic,1000000,2005,Sindh,127000,Petrol,1500,Black,Local,Sedan,Automatic,Registered
Honda,City,900000,2001,Sindh,155000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Suzuki,Cultus,585000,2006,Punjab,100000,Petrol,1000,Beige,Local,Hatchback,Manual,Registered
Toyota,Corolla,3500000,2018,Punjab,45000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Suzuki,Alto,735000,2011,Punjab,200000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Aqua,3250000,2017,Punjab,14000,Petrol,1500,White,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,1360000,2010,Sindh,85000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Mercedes,Benz,2750000,2007,Punjab,111111,Petrol,1800,Silver,Local,Sedan,Automatic,Registered
Daihatsu,Cuore,665000,2005,Sindh,55000,Petrol,800,Blue,Local,Hatchback,Manual,Registered
Toyota,Corolla,1450000,2010,Punjab,120000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Wagon,1110000,2007,Punjab,180000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Honda,Vamos,1050000,2011,Sindh,80000,Petrol,660,Black,Imported,Mini Van,Automatic,Registered
Toyota,Passo,2175000,2016,Punjab,42000,Petrol,1000,Brown,Imported,Hatchback,Automatic,Un-Registered
Honda,Civic,580000,1995,Punjab,158874,Petrol,1500,White,Imported,Sedan,Manual,Registered
Toyota,Prius,3365000,2014,Punjab,88000,Hybrid,1800,White,Imported,Sedan,Automatic,Registered
Honda,Civic,1650000,2010,Sindh,99500,Hybrid,1300,Silver,Imported,Sedan,Automatic,Registered
Toyota,Vitz,1070000,2001,KPK,123456,Petrol,1000,Turquoise,Imported,Hatchback,Automatic,Registered
Suzuki,Mehran,800000,2017,Sindh,65000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Toyota,Corolla,1500000,2011,Punjab,135000,Petrol,1300,Assembly,Local,Sedan,Manual,Registered
Honda,City,1250000,2007,Punjab,101800,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Cami,1050000,2001,Sindh,180165,Petrol,1300,White,Imported,SUV,Automatic,Registered
Hyundai,Santro,450000,2006,Punjab,160000,Petrol,1000,Black,Local,Hatchback,Manual,Registered
Honda,Civic,3025000,2016,Punjab,96000,Petrol,1800,Silver,Local,Sedan,Automatic,Registered
Suzuki,Alto,1690000,2016,Islamabad,20000,Petrol,660,Silver,Imported,Hatchback,Automatic,Un-Registered
Honda,Civic,880000,2004,Punjab,223000,Petrol,1500,White,Local,Sedan,Manual,Registered
Toyota,Vitz,2625000,2017,Punjab,40000,Petrol,1000,Grey,Imported,Hatchback,Automatic,Un-Registered
Toyota,Corolla,3150000,2017,Punjab,58000,Petrol,1800,White,Local,Sedan,Automatic,Registered
Daihatsu,Cuore,435000,2007,Sindh,54000,Petrol,800,Gold,Local,Hatchback,Manual,Registered
Suzuki,Alto,1690000,2017,Punjab,12345,Petrol,660,Turquoise,Imported,Hatchback,Automatic,Un-Registered
Honda,City,1200000,2007,Punjab,200000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Land,23000000,2013,Islamabad,55000,Petrol,4600,Black,Imported,SUV,Automatic,Registered
Honda,City,1850000,2014,Punjab,85000,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Corolla,1180000,2007,KPK,250000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Corolla,2350000,2015,Punjab,100000,Petrol,1300,Silver,Local,Sedan,Automatic,Registered
Honda,City,1800000,2018,Islamabad,43000,Petrol,1500,White,Local,Sedan,Automatic,Registered
Toyota,Aqua,2700000,2015,Punjab,55000,Petrol,1500,Silver,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,2025000,2016,Punjab,171000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,City,2450000,2018,Punjab,29000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Toyota,Passo,1150000,2016,Islamabad,109000,Petrol,1000,Black,Imported,Hatchback,Automatic,Registered
Toyota,Vitz,950000,1999,Punjab,198000,Petrol,1000,Black,Imported,Hatchback,Automatic,Registered
Suzuki,Mehran,720000,2014,Punjab,28600,Petrol,600,Grey,Local,Hatchback,Manual,Registered
Lexus,CT200h,2850000,2011,Islamabad,140000,Petrol,1800,White,Imported,Hatchback,Automatic,Registered
Daihatsu,Terios,2350000,2010,Punjab,80000,Petrol,2000,Black,Imported,SUV,Automatic,Registered
Lexus,RX,9500000,2012,Punjab,70000,Petrol,3500,Assembly,Imported,Cross Over,Automatic,Registered
Toyota,Prius,2725000,2013,Islamabad,160000,Petrol,1800,Silver,Imported,Sedan,Automatic,Registered
Honda,N,1580000,2014,Punjab,55000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Suzuki,Alto,625000,2006,Islamabad,102900,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Toyota,Corolla,1230000,2007,KPK,54000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Suzuki,Cultus,1120000,2015,Punjab,99000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Honda,Civic,3925000,2018,Punjab,5800,Petrol,1800,White,Local,Sedan,Automatic,Registered
Suzuki,Cultus,750000,2008,Punjab,50000,Petrol,1000,Blue,Local,Hatchback,Manual,Registered
Audi,Q7,8000000,2011,Sindh,73000,Petrol,3600,Blue,Imported,SUV,Automatic,Registered
Suzuki,Wagon,1340000,2016,Punjab,69000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Honda,Civic,755000,1997,KPK,120000,Petrol,1600,Maroon,Local,Sedan,Manual,Registered
Honda,City,1830000,2015,Islamabad,132000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Mehran,380000,2004,KPK,130000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Toyota,Corolla,1615000,2012,Punjab,76121,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,City,2245000,2018,Punjab,1200,Petrol,1300,Grey,Local,Sedan,Manual,Un-Registered
Toyota,Land,7000000,2003,Punjab,146000,Petrol,4663,Black,Imported,SUV,Automatic,Registered
Toyota,Land,24500000,2013,Islamabad,44000,Petrol,4600,White,Imported,SUV,Automatic,Registered
Daihatsu,Cuore,838000,2012,Punjab,138750,Petrol,1000,Burgundy,Local,Hatchback,Manual,Registered
Suzuki,Alto,440000,2001,KPK,155555,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Alto,1230000,2012,Punjab,97000,Petrol,660,White,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,1480000,2009,Islamabad,281351,Petrol,1300,Black,Local,Sedan,Manual,Registered
Mercedes,Benz,1750000,1996,Islamabad,225600,Petrol,2300,Burgundy,Imported,Sedan,Automatic,Registered
Suzuki,Swift,1350000,2014,Sindh,32500,Petrol,1300,Red,Local,Hatchback,Manual,Registered
Suzuki,Swift,1575000,2016,Punjab,56000,Petrol,1300,Grey,Local,Hatchback,Manual,Registered
Toyota,Corolla,2450000,2018,Punjab,98000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Honda,City,840000,2000,Punjab,200000,Petrol,1300,White,Local,Sedan,Manual,Registered
KIA,Sportage,950000,2005,Sindh,87000,Diesel,2000,Blue,Local,Hatchback,Manual,Registered
Subaru,Stella,1120000,2013,Islamabad,65000,Petrol,660,Black,Local,Hatchback,Automatic,Registered
Suzuki,Cultus,960000,2012,Punjab,80000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Suzuki,Mehran,525000,2007,Islamabad,50000,Petrol,800,Silver,Local,Hatchback,Manual,Registered
Toyota,Passo,2100000,2016,Islamabad,69000,Petrol,1000,Black,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,1300000,2009,Punjab,219000,Petrol,1300,Black,Local,Sedan,Manual,Registered
Honda,Civic,1625000,2006,Punjab,130000,Petrol,1800,Blue,Local,Sedan,Manual,Registered
Honda,City,1950000,2014,Punjab,77000,Petrol,1300,White,Local,Sedan,Automatic,Registered
Daihatsu,Move,1430000,2015,Punjab,67000,Petrol,660,Pink,Imported,Hatchback,Automatic,Registered
Toyota,Corolla,1385000,2011,Punjab,203561,Petrol,1300,Black,Local,Sedan,Manual,Registered
Toyota,Land,33500000,2016,Islamabad,39000,Petrol,4608,White,Imported,SUV,Automatic,Registered
Suzuki,Mehran,530000,2011,Punjab,36000,Petrol,800,White,Local,Hatchback,Manual,Registered
Suzuki,Mehran,790000,2018,Punjab,58900,Petrol,800,Gold,Local,Hatchback,Manual,Registered
Toyota,Land,4500000,2000,Punjab,150000,Diesel,4200,Assembly,Imported,SUV,Automatic,Registered
Toyota,Premio,2600000,2009,Sindh,125000,Petrol,1500,Black,Imported,Sedan,Automatic,Registered
Suzuki,Khyber,370000,1994,KPK,120000,Petrol,1000,Red,Local,Hatchback,Manual,Registered
Suzuki,Cultus,1370000,2017,Punjab,135000,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Vitz,1350000,2006,Punjab,100000,Petrol,1000,Red,Imported,Hatchback,Automatic,Registered
Suzuki,Vitara,4000000,2018,Punjab,61000,Petrol,1600,Grey,Local,SUV,Automatic,Registered
Suzuki,Cultus,790000,2008,KPK,167888,Petrol,1000,White,Local,Hatchback,Manual,Registered
Daihatsu,Mira,1475000,2014,Sindh,70000,Petrol,660,Yellow,Imported,Hatchback,Automatic,Registered
Honda,Civic,910000,2004,Punjab,100000,Petrol,1500,White,Local,Sedan,Manual,Registered
Suzuki,Wagon,1450000,2017,Islamabad,110000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Suzuki,Cultus,630000,2007,Islamabad,100000,Petrol,1000,Blue,Local,Hatchback,Manual,Registered
Toyota,Corolla,1580000,2007,Punjab,140000,Petrol,1300,White,Local,Sedan,Manual,Registered
Suzuki,Wagon,1850000,2019,Islamabad,17300,Petrol,1000,Grey,Local,Hatchback,Manual,Registered
Toyota,Probox,1390000,2006,KPK,124568,Petrol,1500,Silver,Imported,Van,Automatic,Registered
Suzuki,Alto,850000,2012,KPK,35000,Petrol,1000,Silver,Local,Hatchback,Manual,Registered
Toyota,Aqua,2500000,2015,Punjab,100000,Petrol,1500,White,Imported,Hatchback,Automatic,Un-Registered
Honda,Vezel,3600000,2014,Islamabad,53000,Petrol,1500,Black,Imported,Cross Over,Automatic,Un-Registered
Suzuki,Alto,380000,2002,Sindh,300000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,City,1425000,2011,Punjab,100000,Petrol,1300,Gold,Local,Sedan,Manual,Registered
Mitsubishi,Lancer,650000,1997,Punjab,100000,Petrol,1600,Assembly,Imported,Sedan,Automatic,Registered
Suzuki,Cultus,660000,2007,Sindh,55000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Honda,Vezel,3350000,2014,Sindh,73000,Petrol,1500,Grey,Imported,Cross Over,Automatic,Un-Registered
Honda,Civic,2350000,2014,Punjab,90000,Petrol,1800,Black,Local,Sedan,Automatic,Registered
Mercedes,Benz,2200000,2007,Punjab,157000,Petrol,1800,Silver,Imported,Sedan,Automatic,Registered
Suzuki,Baleno,725000,2005,Punjab,122000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Corolla,2590000,2018,Sindh,37500,Petrol,1300,Silver,Local,Sedan,Automatic,Registered
Suzuki,Swift,1490000,2016,Punjab,70000,Petrol,1300,Grey,Local,Hatchback,Manual,Registered
Toyota,Prado,12000000,2012,Islamabad,89700,Petrol,2700,Black,Imported,SUV,Automatic,Registered
Toyota,Land,2200000,1991,KPK,120000,Diesel,4200,Red,Imported,SUV,Automatic,Registered
Suzuki,Alto,550000,2007,KPK,200000,Petrol,1000,White,Local,Hatchback,Manual,Registered
Toyota,Fortuner,9100000,2019,Punjab,18500,Diesel,2800,White,Local,SUV,Automatic,Registered
Toyota,Corolla,1630000,2013,Sindh,105000,Petrol,1300,Burgundy,Local,Sedan,Manual,Registered
Honda,Civic,1100000,2004,KPK,125000,Petrol,1600,White,Local,Sedan,Manual,Registered
Honda,City,1025000,2006,Punjab,160000,Petrol,1300,Silver,Local,Sedan,Manual,Registered
Toyota,Passo,1725000,2014,Punjab,55000,Petrol,1000,Blue,Imported,Hatchback,Automatic,Registered
Honda,Civic,3650000,2018,KPK,12500,Petrol,1800,White,Local,Sedan,Automatic,Un-Registered
Suzuki,Bolan,310000,1998,Punjab,100000,Petrol,800,White,Local,Mini Van,Manual,Registered
Honda,Civic,780000,1999,KPK,150000,Petrol,1600,Maroon,Local,Sedan,Manual,Registered
Toyota,Corolla,2775000,2018,Punjab,22500,Petrol,1300,White,Local,Sedan,Manual,Registered
Toyota,Prius,3770000,2015,Punjab,62000,Hybrid,1800,Assembly,Imported,Sedan,Automatic,Registered
